,topics0,topics1,topics2,topics3
doc0,0.0009142734101548421,0.04368424481197926,0.0009143798921978138,0.954487101885668
doc1,0.3424924219511924,0.656711834921924,0.0003978606686951249,0.00039788245818852825
doc2,0.30482746256862114,0.6940053310168337,0.0005836160075276264,0.0005835904070174262
doc3,0.43145767854118033,0.3366077647877601,0.23012922967517827,0.0018053269958813681
doc4,0.0035222601458969795,0.7318556234154128,0.0035219736220079125,0.26110014281668226
doc5,0.7798548778825029,0.10824326507411944,0.0011063926034305617,0.110795464439947
doc6,0.0015294834434118395,0.1728222692252839,0.8241187982523589,0.0015294490789455432
doc7,0.9204389294641661,0.06756922220977975,0.0005366629475077,0.011455185378546333
doc8,0.3859368329917867,0.4373111062598498,0.0005483915918682965,0.17620366915649505
doc9,0.1690258062984051,0.0009490766737227901,0.09046646054845187,0.7395586564794202
doc10,0.001400867995926983,0.2765966820031455,0.3218173484508564,0.4001851015500711
doc11,0.0005281018210485727,0.3580004147593566,0.0005281264883854033,0.6409433569312095
doc12,0.2809902735605283,0.27515088259405196,0.4432232704204568,0.0006355734249628477
doc13,0.00071753700578786,0.7517933978637019,0.24677148438483412,0.0007175807456760389
doc14,0.3017460045844193,0.0006879704685451294,0.0006879735830156509,0.6968780513640199
doc15,0.0009142734101548421,0.04368424481197926,0.0009143798921978138,0.954487101885668
doc16,0.0009142734101548421,0.04368424481197926,0.0009143798921978138,0.954487101885668
doc17,0.0009489834353948758,0.7487291455650298,0.24937279402679743,0.000949076972777943
doc18,0.08763984547853858,0.43514891917444404,0.4761169685431624,0.001094266803855106
doc19,0.24492009870913223,0.6315429199931978,0.00036321323619672644,0.12317376806147334
doc20,0.0013814448761029386,0.0013817211636629426,0.9958553924201843,0.0013814415400497904
doc21,0.0005638149535913659,0.5703187857341805,0.4285535506972904,0.000563848614937738
doc22,0.002110230852312578,0.2396072654095612,0.7561721514453942,0.0021103522927320238
doc23,0.6782368388827081,0.32033827938332166,0.0007124335100700251,0.0007124482239003019
doc24,0.17297646562435218,0.7490502260671499,0.0008520632584546417,0.07712124505004327
doc25,0.6814712226501813,0.20634893028504175,0.11172803675082252,0.00045181031395455194
doc26,0.5464224981510273,0.45152350453932594,0.001026986806318416,0.001027010503328454
doc27,0.4239425997798763,0.001026903481949351,0.5075952881235323,0.06743520861464204
doc28,0.00036720537870822055,0.7595828422198684,0.00036723723364936664,0.23968271516777415
doc29,0.0008307473331310146,0.7818597234113782,0.000830825047259858,0.21647870420823093
doc30,0.6580984447296191,0.20944036197351582,0.13121708081268124,0.00124411248418384
doc31,0.30780136459202173,0.5712257370045153,0.0011315452841195602,0.11984135311934344
doc32,0.0933777205725494,0.44019147090875904,0.4654906786251117,0.0009401298935798961
doc33,0.0017427814215164354,0.0017425880737103312,0.2617507510472698,0.7347638794575035
